ID|CO(GT)|Season|PT08.S1(CO)|PT08.S2(NMHC)|PT08.S2_NMHC_to_PT08.S1_CO_Ratio|NMHC(GT)|NOx(GT)|PT08.S3(NOx)|NO2(GT)|PT08.S4(NO2)|PT08.S5(O3)|RH
1948|-200|Fall|1323.0|1190.0|0.8994708994708994|-200.0|-200.0|698.0|-200.0|1702.0|1479.0|30,3
1949|2,5|Spring|1251.0|1165.0|0.9312549960031974|-200.0|144.0|747.0|135.0|1774.0|975.0|24,7
1950|-200|Fall||596.0|0.7553865652724968|-200.0|62.0|1145.0|48.0|1161.0|698.0|62,1
1951|0,9|Winter|935.0|628.0|0.6716577540106952|-200.0|126.0|995.0|111.0|986.0|611.0|77,1
1952|1,4|Summer|996.0|959.0|0.9628514056224899|-200.0|80.0|779.0|117.0|1636.0|684.0|22,2
1953|-200|Summer|1015.0|850.0|0.8374384236453202|-200.0|57.0|802.0|79.0|1531.0|1173.0|36,9
1954|3,7|Fall|1262.0|1258.0|0.9968304278922345|-200.0|425.0|597.0|174.0|1835.0|1484.0|34,0
1955|3,1|Summer|1170.0|1257.0|1.0743589743589743|-200.0|185.0|693.0|180.0|1956.0|1069.0|23,4
1956|0,5|Fall|877.0|793.0|0.9042189281641961|-200.0|253.0|944.0|132.0|951.0|924.0|57,0
1957|1,6|Winter|1208.0|931.0|0.7706953642384106|-200.0|454.0|622.0|201.0|1052.0|1485.0|54,2
1958|3,0|Spring|1422.0|1120.0|0.7876230661040787|-200.0|489.0|476.0|161.0|1525.0|1696.0|43,4
1959|-200|Fall|1436.0|1435.0|0.9993036211699164|-200.0|-200.0|479.0|-200.0|1911.0|1710.0|63,8
1960|2,8|Winter|1153.0|981.0|0.8508239375542064|-200.0|424.0|666.0|202.0|1097.0|1273.0|41,3
1961|0,9|Spring|1023.0|600.0|0.5865102639296188|-200.0|106.0|872.0|80.0|1089.0|575.0|66,9
1962|1,9|Fall|1021.0|985.0|0.9647404505386875|-200.0|339.0|816.0|107.0|1524.0|977.0|46,2
1963|1,4|Spring|979.0|718.0|0.7334014300306435|-200.0|207.0|883.0|157.0|903.0|807.0|46,3
1964|-200|Winter|857.0|638.0|0.7444574095682613|-200.0|123.0|2061.0|68.0|1083.0|746.0|81,7
1965|1|Summer|972.0|804.0|0.8271604938271605|-200.0|47.0|955.0|53.0|1620.0|734.0|45,5
1966|-200|Summer|942.0|783.0|0.8312101910828026|-200.0|-200.0|898.0|-200.0|1397.0|568.0|21,4
1967|-200|Summer|959.0|892.0|0.9301355578727841|-200.0|-200.0|996.0|-200.0|1616.0|866.0|48,1
1968|2,8|Fall|1086.0|1157.0|1.065377532228361|-200.0|573.0|674.0|214.0|1237.0|1330.0|43,2
1969|0,6|Fall|768.0|671.0|0.8736979166666666|-200.0|79.0|1128.0|46.0|1153.0|700.0|57,6
1970|2,8|Winter|1101.0|1083.0|0.9836512261580381|-200.0|518.0|692.0|147.0|1130.0|1243.0|28,2
1971|1,3|Summer|1034.0|812.0|0.7852998065764023|-200.0|70.0|866.0|82.0|1563.0|660.0|33,4
1972|-200|Fall|939.0|776.0|0.8264110756123536|-200.0|-200.0|879.0|-200.0|1259.0|913.0|53,1
1973|0,3|Winter|791.0|459.0|0.5802781289506953|-200.0|43.0|1421.0|40.0|809.0|390.0|51,3
1974|1,1|Summer|1011.0|816.0|0.8071216617210683|-200.0|33.0|830.0|35.0|1614.0|680.0|30,9
1975|2,2|Summer|-200.0|-200.0|1.0|-200.0|88.0|-200.0|96.0|-200.0|-200.0|-200
1976|1,9|Summer|1163.0|1039.0|0.8933791917454859|-200.0|118.0|723.0|121.0|1814.0|888.0|26,9
1977|4,2|Fall|1523.0|1428.0|0.9376231122783979|-200.0|603.0|458.0|116.0|2114.0|1363.0|86,5
1978|-200|Spring|1361.0|1102.0|0.8096987509184423|-200.0|-200.0|834.0|-200.0|1704.0|991.0|26,5
1979|0,8|Winter|821.0|584.0|0.7113276492082826|-200.0|106.0|1132.0|70.0|1070.0|686.0|65,6
1980|1,7|Summer|1042.0|939.0|0.9011516314779271|-200.0|108.0|917.0|89.0|1744.0|860.0|31,3
1981|-200|Spring|1107.0|864.0|0.7804878048780488|-200.0|-200.0|911.0|-200.0|1604.0|963.0|78,1
1982|-200|Spring|-200.0|-200.0|1.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200
1983|-200|Summer|830.0|662.0|0.7975903614457831|-200.0|30.0|1217.0|31.0|1556.0|704.0|67,8
1984|-200|Fall|1311.0|1267.0|0.9664378337147216|-200.0|-200.0|524.0|-200.0|1941.0|1662.0|34,5
1985|-200|Fall|730.0|483.0|0.6616438356164384|-200.0|-200.0|1434.0|-200.0|1065.0|438.0|54,7
1986|1,5|Summer|983.0|901.0|0.9165818921668362|-200.0|187.0|954.0|96.0|1691.0|986.0|54,8
1987|2,6|Fall|1169.0|1163.0|0.9948674080410608|-200.0|280.0|708.0|124.0|1639.0|1025.0|23,2
1988|1,0|Spring|892.0|614.0|0.6883408071748879|-200.0|137.0|986.0|95.0|843.0|408.0|21,9
1989|1,9|Summer|-200.0|-200.0|1.0|-200.0|104.0|-200.0|109.0|-200.0|-200.0|-200
1990|3,3|Spring|1339.0|1200.0|0.8961911874533234|-200.0|385.0|457.0|155.0|1671.0|1404.0|53,9
1991|5,7|Winter|1501.0|1514.0|1.0086608927381746|-200.0|933.0|1090.0|178.0|1898.0|1791.0|66,5
1992|-200|Fall|984.0|780.0|0.7926829268292683|-200.0|-200.0|810.0|-200.0|1377.0|910.0|61,4
1993|0,9|Winter|919.0|711.0|0.7736670293797606|-200.0|189.0|1667.0|74.0|1195.0|819.0|75,3
1994|-200|Fall|1255.0|1136.0|0.9051792828685259|-200.0|-200.0|611.0|-200.0|1675.0|1183.0|37,3
1995|4,3|Summer|1328.0|1405.0|1.0579819277108433|-200.0|302.0|584.0|203.0|2072.0|1518.0|19,9
1996|-200|Spring|1110.0|1093.0|0.9846846846846847|-200.0|-200.0|961.0|-200.0|1661.0|1091.0|33,0
1997||Fall||||||||||
1998|-200|Fall|868.0|657.0|0.7569124423963134|-200.0|-200.0|921.0|-200.0|1356.0|764.0|47,9
1999|1,9|Summer|1085.0|1075.0|0.9907834101382489|-200.0|126.0|767.0|110.0|1786.0|913.0|22,5
2000|-200|Summer|1173.0|1061.0|0.9045183290707587|-200.0|153.0|650.0|127.0|1858.0|940.0|35,1
2001|3,5|Fall|1355.0|1333.0|0.9837638376383764|-200.0|590.0|741.0|157.0|1691.0|1605.0|28,9
2002|1,3|Fall|1091.0|829.0|0.7598533455545371|-200.0|238.0|755.0|92.0|1177.0|1126.0|81,4
2003|2,3|Winter|1122.0|831.0|0.7406417112299465|-200.0|393.0|722.0|210.0|982.0|1317.0|43,8
2004|-200|Spring|1234.0|1095.0|0.8873581847649918|-200.0|-200.0|789.0|-200.0|1638.0|1212.0|35,8
2005|1,7|Summer|1084.0|1004.0|0.9261992619926199|-200.0|90.0|706.0|107.0|1761.0|839.0|29,2
2006|0,4|Summer|872.0|627.0|0.7190366972477065|-200.0|24.0|997.0|30.0|1530.0|670.0|62,0
2007|0,8|Spring|889.0|603.0|0.6782902137232846|-200.0|112.0|1022.0|80.0|853.0|382.0|20,2
2008|0,8|Spring|988.0|713.0|0.72165991902834|-200.0|78.0|1092.0|79.0|1455.0|716.0|49,3
2009|0,6|Summer|847.0|618.0|0.7296340023612751|-200.0|30.0|1075.0|42.0|1442.0|529.0|55,3
2010|3,8|Fall|1254.0|1204.0|0.960127591706539|-200.0|413.0|668.0|179.0|1655.0|1338.0|31,4
2011|0,9|Spring|1208.0|911.0|0.7541390728476821|-200.0|318.0|613.0|166.0|1245.0|1244.0|52,1
2012|1,9|Spring||1011.0|0.8488664987405542|-200.0|305.0|620.0|146.0|1262.0|903.0|23,2
2013|0,8|Fall|833.0|574.0|0.6890756302521008|-200.0|-200.0|1150.0|-200.0|930.0|752.0|55,4
2014|1,7|Winter|934.0|914.0|0.9785867237687366|-200.0|324.0|873.0|111.0|1016.0|834.0|20,8
2015|2,6|Winter|1127.0|962.0|0.8535936113575865|-200.0|345.0|751.0|125.0|1120.0|1389.0|51,2
2016|1,7|Summer|1136.0|967.0|0.8512323943661971|-200.0|65.0|703.0|67.0|1801.0|927.0|43,6
2017|2|Spring|1053.0|970.0|0.9211775878442545|-200.0|138.0|930.0|105.0|1473.0|991.0|21,1
2018|2,9|Spring|1329.0|1119.0|0.8419864559819413|470.0|182.0|707.0|107.0|1823.0|1288.0|41,8
2019|-200|Spring|1697.0|1471.0|0.8668238067177372|-200.0|-200.0|625.0|-200.0|2153.0|1548.0|36,8
2020|0,6|Summer|807.0|681.0|0.8438661710037175|-200.0|41.0|1092.0|65.0|1435.0|765.0|37,8
2021||Fall||||||||||
2022|3,1|Spring|1323.0|1144.0|0.8647014361300076|-200.0|457.0|502.0|187.0|1405.0|1568.0|33,5
2023|1,0|Winter|867.0|553.0|0.6378316032295271|-200.0|91.0|1136.0|73.0|792.0|412.0|49,1
2024|1,7|Fall|1083.0|951.0|0.8781163434903048|-200.0|223.0|880.0|131.0|1393.0|1054.0|35,7
2025|2,9|Fall|1236.0|1297.0|1.0493527508090614|-200.0|93.0|542.0|27.0|1997.0|1321.0|57,2
2026|4,5|Winter|-200.0|-200.0|1.0|-200.0|1015.0|-200.0|210.0|-200.0|-200.0|-200
2027|0,8|Fall|911.0|753.0|0.8265642151481888|-200.0|103.0|934.0|55.0|1496.0|865.0|67,1
2028|1,4|Fall|958.0|803.0|0.8382045929018789|-200.0|267.0|910.0|128.0|1172.0|738.0|77,9
2029|1,5|Summer|937.0|890.0|0.9498399146211313|-200.0|-200.0|970.0|-200.0|1625.0|877.0|50,0
2030|2,1|Winter|931.0|972.0|1.0440386680988185|-200.0|424.0|868.0|132.0|974.0|953.0|21,3
2031|0,8|Winter|863.0|545.0|0.6315179606025493|-200.0|86.0|1119.0|78.0|749.0|484.0|38,1
2032|0,4|Fall|919.0|761.0|0.8280739934711643|-200.0|212.0|911.0|122.0|942.0|1044.0|58,0
2033|0,9|Winter|-200.0|-200.0|1.0|-200.0|182.0|-200.0|94.0|-200.0|-200.0|-200
2034|0,9|Summer|914.0|801.0|0.8763676148796499|-200.0|42.0|965.0|57.0|1609.0|908.0|50,6
2035|2,4|Summer|1262.0|1187.0|0.9405705229793978|-200.0|282.0|633.0|165.0|1842.0|1603.0|24,8
2036|1,7|Winter|1011.0|782.0|0.7734915924826904|-200.0|225.0|846.0|113.0|992.0|1019.0|48,6
2037|3,2|Fall|1218.0|1221.0|1.0024630541871922|-200.0|385.0|755.0|180.0|1599.0|1290.0|26,9
2038|3,5|Spring|1567.0|1280.0|0.816847479259732|467.0|177.0|661.0|134.0|1970.0|1476.0|39,7
2039|1|Winter||-200.0|1.0|-200.0|212.0|-200.0|81.0|-200.0|-200.0|-200
2040|-200|Fall|1420.0|1405.0|0.9894366197183099|-200.0|-200.0|501.0|-200.0|1941.0|1573.0|70,9
2041|1,7|Summer|1055.0|941.0|0.8919431279620853|-200.0|100.0|844.0|110.0|1648.0|932.0|24,8
2042|-200|Summer|1078.0|1012.0|0.9387755102040817|-200.0|115.0|777.0|129.0|1523.0|868.0|13,8
2043|1,1|Winter|1037.0|636.0|0.6133076181292189|-200.0|151.0|891.0|112.0|1024.0|582.0|66,5
2044|1,5|Winter|1008.0|726.0|0.7202380952380952|-200.0|228.0|834.0|156.0|913.0|1083.0|56,7
2045|0,4|Winter|814.0|449.0|0.5515970515970516|-200.0|54.0|1363.0|50.0|674.0|328.0|37,5
2046|1,7|Summer|-200.0|-200.0|1.0|-200.0|80.0|-200.0|86.0|-200.0|-200.0|-200
2047|4,3|Fall|1463.0|1484.0|1.014354066985646|-200.0|485.0|443.0|97.0|2011.0|1590.0|66,1
2048|2,4|Summer|983.0|1094.0|1.1129196337741607|-200.0|149.0|817.0|115.0|1659.0|854.0|15,3
2049|1,1|Spring|915.0|658.0|0.7191256830601093|-200.0|166.0|957.0|121.0|866.0|562.0|37,7
2050|1,5|Spring|1128.0|818.0|0.725177304964539|-200.0|244.0|674.0|149.0|1156.0|1303.0|51,6
2051|2,5|Winter|1288.0|956.0|0.7422360248447205|-200.0|340.0|623.0|121.0|1272.0|1553.0|70,8
2052|1,3|Fall|1015.0|869.0|0.8561576354679803|-200.0|147.0|747.0|72.0|1439.0|1375.0|63,4
2053|0,8|Spring|969.0|636.0|0.6563467492260062|48.0|47.0|1271.0|64.0|1309.0|684.0|51,3
2054|5,3|Fall|1606.0|1573.0|0.9794520547945206|-200.0|688.0|419.0|175.0|2165.0|1900.0|50,0
2055|2,7|Summer|1151.0|1154.0|1.002606429192007|-200.0|151.0|747.0|132.0|1894.0|1186.0|35,7
2056|1,8|Summer|1082.0|965.0|0.8918669131238447|-200.0|105.0|760.0|126.0|1649.0|844.0|23,3
2057|2,9|Summer|1227.0|1292.0|1.0529747351263243|-200.0|214.0|661.0|104.0|2087.0|1327.0|53,9
2058|1,0|Spring|939.0|687.0|0.731629392971246|-200.0|197.0|870.0|123.0|981.0|550.0|33,8
2059|0,6|Summer|906.0|719.0|0.7935982339955849|-200.0|-200.0|1050.0|-200.0|1561.0|612.0|48,2
2060|1,2|Summer|929.0|811.0|0.8729817007534983|-200.0|57.0|862.0|67.0|1541.0|642.0|29,8
2061|0,8|Summer|831.0|727.0|0.8748495788206979|-200.0|-200.0|1038.0|-200.0|1522.0|802.0|57,1
2062|1,6|Winter|1041.0|778.0|0.7473583093179635|-200.0|266.0|828.0|166.0|947.0|1011.0|49,0
2063|1,5|Spring|1078.0|766.0|0.7105751391465677|-200.0|184.0|692.0|100.0|1269.0|998.0|68,5
2064|1,4|Spring|985.0|903.0|0.916751269035533|-200.0|90.0|1059.0|86.0|1437.0|712.0|20,5
2065|4,5|Spring|1425.0|1325.0|0.9298245614035088|624.0|238.0|678.0|146.0|1965.0|1356.0|47,4
2066|4,0|Winter|1384.0|1290.0|0.9320809248554913|-200.0|523.0|475.0|144.0|1571.0|1568.0|69,5
2067|2,0|Spring|1235.0|947.0|0.7668016194331984|-200.0|241.0|594.0|131.0|1362.0|923.0|35,3
2068|2,8|Summer|1085.0|1171.0|1.07926267281106|-200.0|174.0|767.0|118.0|1863.0|1068.0|23,3
2069|1,6|Fall|1037.0|898.0|0.8659594985535197|-200.0|152.0|793.0|87.0|1539.0|836.0|64,9
2070|-200|Summer|1197.0|1209.0|1.0100250626566416|-200.0|207.0|656.0|162.0|1770.0|1306.0|17,2
2071|0,9|Summer|1012.0|804.0|0.7944664031620553|-200.0|53.0|832.0|48.0|1638.0|766.0|37,3
2072|0,4|Fall|793.0|581.0|0.7326607818411097|-200.0|-200.0|1169.0|-200.0|1152.0|668.0|58,8
2073|1,8|Winter|984.0|832.0|0.8455284552845529|-200.0|296.0|822.0|184.0|966.0|892.0|48,4
2074|4,2|Summer|1231.0|1341.0|1.0893582453290007|-200.0|274.0|626.0|170.0|1937.0|1578.0|25,6
2075|3,0|Winter||818.0|0.7760910815939279|-200.0|289.0|777.0|150.0|966.0|1210.0|43,8
2076|0,5|Spring|908.0|569.0|0.6266519823788547|39.0|24.0|1303.0|35.0|1360.0|526.0|61,6
2077|1,3|Fall|1050.0|881.0|0.839047619047619|-200.0|162.0|732.0|69.0|1363.0|982.0|66,9
2078|1,8|Spring|1044.0|834.0|0.7988505747126436|-200.0|292.0|781.0|181.0|924.0|1200.0|43,5
2079|-200|Fall|886.0|627.0|0.7076749435665914|-200.0|-200.0|1082.0|-200.0|1405.0|694.0|74,0
2080|1,7|Winter|-200.0|-200.0|1.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200
2081|0,7|Summer|820.0|716.0|0.8731707317073171|-200.0|-200.0|994.0|-200.0|1380.0|933.0|42,6
2082|1,2|Spring|1097.0|809.0|0.7374658158614403|91.0|80.0|897.0|74.0|1628.0|1050.0|78,4
2083|0,8|Spring|900.0|622.0|0.6911111111111111|-200.0|112.0|1008.0|81.0|861.0|387.0|20,9
2084|3,4|Winter|1371.0|1105.0|0.8059810357403355|-200.0|514.0|553.0|169.0|1429.0|1581.0|63,6
2085|0,8|Winter|938.0|653.0|0.6961620469083155|-200.0|161.0|970.0|95.0|1100.0|747.0|60,1
2086|3,8|Spring|1438.0|1374.0|0.9554937413073713|-200.0|689.0|435.0|231.0|1640.0|1705.0|48,8
2087|0,9|Summer|854.0|788.0|0.9227166276346604|-200.0|60.0|1064.0|71.0|1310.0|562.0|13,4
2088|5,3|Spring|1642.0|1426.0|0.8684531059683313|804.0|265.0|597.0|162.0|2117.0|1720.0|43,6
2089|0,7|Summer|931.0|721.0|0.7744360902255639|-200.0|47.0|888.0|37.0|1651.0|799.0|64,6
2090|-200|Fall|1347.0|1186.0|0.8804751299183371|-200.0|-200.0|560.0|-200.0|1713.0|1493.0|55,6
2091|-200|Spring|1049.0|983.0|0.9370829361296473|-200.0|-200.0|1071.0|-200.0|1515.0|782.0|19,7
2092|4,5|Winter|-200.0|-200.0|1.0|-200.0|629.0|-200.0|181.0|-200.0|-200.0|-200
2093|2,8|Fall|1366.0|1223.0|0.8953147877013177|-200.0|308.0|578.0|121.0|1744.0|1288.0|42,6
2094|4|Fall|1321.0|1281.0|0.9697199091597275|-200.0|858.0|557.0|198.0|1442.0|1650.0|32,7
2095|2,8|Summer|1251.0|1154.0|0.9224620303756994|-200.0|184.0|682.0|148.0|1955.0|1111.0|27,4
2096|0,9|Fall|899.0|654.0|0.7274749721913237|-200.0|-200.0|1037.0|-200.0|1254.0|481.0|26,8
2097|3,0|Spring|1231.0|1064.0|0.8643379366368806|-200.0|509.0|618.0|211.0|1188.0|1082.0|15,1
2098|2,5|Spring||1007.0|0.8447986577181208|254.0|154.0|827.0|124.0|1604.0|1223.0|44,0
2099|0,8|Spring|918.0|721.0|0.7854030501089324|-200.0|57.0|1069.0|58.0|1353.0|785.0|51,4
2100|0,4|Summer|799.0|613.0|0.7672090112640801|-200.0|38.0|1120.0|43.0|1387.0|641.0|45,7
2101|1,3|Summer|1010.0|816.0|0.807920792079208|-200.0|80.0|955.0|73.0|1567.0|741.0|26,4
2102|2,2|Spring|1315.0|1040.0|0.7908745247148289|-200.0|165.0|743.0|102.0|1740.0|1315.0|47,1
2103|5,1|Winter|1574.0|1483.0|0.9421855146124524|-200.0|775.0|460.0|186.0|1778.0|1962.0|48,4
2104|1,5|Fall|1181.0|935.0|0.7917019475021169|-200.0|158.0|701.0|62.0|1565.0|960.0|56,0
2105|0,6|Spring|912.0|819.0|0.8980263157894737|-200.0|65.0|1224.0|77.0|1368.0|589.0|17,0
2106|5,4|Spring|1522.0|1466.0|0.9632063074901446|-200.0|681.0|380.0|180.0|1822.0|1883.0|51,0
2107|2,2|Fall|1156.0|1142.0|0.9878892733564014|-200.0|387.0|907.0|143.0|1490.0|1188.0|18,5
2108|2,9|Summer||1158.0|0.9183187946074544|-200.0|122.0|628.0|120.0|1837.0|1303.0|33,2
2109|5,5|Spring|1553.0|1575.0|1.0141661300708307|-200.0|383.0|508.0|120.0|2423.0|1779.0|59,8
2110|0,8|Winter|-200.0|-200.0|1.0|-200.0|97.0|-200.0|71.0|-200.0|-200.0|-200
2111|1,4|Fall|1096.0|903.0|0.823905109489051|-200.0|107.0|732.0|52.0|1560.0|857.0|60,2
2112|0,9|Spring|946.0|643.0|0.6797040169133193|40.0|76.0|1309.0|75.0|1232.0|760.0|50,7
2113|-200|Summer|996.0|868.0|0.8714859437751004|-200.0|69.0|957.0|51.0|1741.0|857.0|64,8
2114|1,7|Summer|1059.0|947.0|0.8942398489140698|-200.0|90.0|733.0|74.0|1671.0|813.0|32,8
2115|2,1|Fall|1118.0|1096.0|0.9803220035778175|-200.0|257.0|647.0|102.0|1649.0|1130.0|65,3
2116|2,6|Spring|1379.0|1101.0|0.7984046410442349|183.0|184.0|818.0|138.0|1710.0|1602.0|45,9
2117|2|Fall|1034.0|972.0|0.9400386847195358|-200.0|230.0|747.0|115.0|1437.0|1118.0|38,1
2118|1,9|Spring|1278.0|1003.0|0.7848200312989045|205.0|99.0|845.0|95.0|1691.0|909.0|31,8
2119|0,5|Summer|976.0|814.0|0.8340163934426229|-200.0|66.0|855.0|77.0|1448.0|1018.0|30,6
2120|1,8|Summer|1049.0|994.0|0.9475691134413727|-200.0|139.0|813.0|123.0|1580.0|881.0|15,6
2121|1,5|Spring|1182.0|761.0|0.643824027072758|-200.0|206.0|677.0|97.0|1338.0|1019.0|67,1
2122|-200|Fall||681.0|0.7747440273037542|-200.0|-200.0|992.0|-200.0|1312.0|703.0|81,9
2123|1,9|Winter|-200.0|-200.0|1.0|-200.0|349.0|-200.0|130.0|-200.0|-200.0|-200
2124|5,0|Spring|1667.0|1410.0|0.8458308338332333|-200.0|691.0|383.0|201.0|1818.0|1948.0|52,2
2125|-200|Fall|907.0|665.0|0.7331863285556781|-200.0|-200.0|972.0|-200.0|1370.0|779.0|66,0
2126|3|Fall|1091.0|1025.0|0.9395050412465628|-200.0|533.0|666.0|93.0|1262.0|1130.0|83,0
2127|1,5|Winter|1439.0|1198.0|0.8325225851285615|-200.0|628.0|502.0|246.0|1426.0|1877.0|59,8
2128|1|Spring||672.0|0.5915492957746479|31.0|62.0|1453.0|76.0|1333.0|730.0|60,0
2129|-200|Summer|987.0|790.0|0.8004052684903749|-200.0|-200.0|838.0|-200.0|1608.0|830.0|52,7
2130|1,7|Spring|1048.0|787.0|0.7509541984732825|88.0|93.0|1098.0|97.0|1373.0|835.0|61,1
2131|1,2|Summer|996.0|872.0|0.8755020080321285|-200.0|87.0|756.0|55.0|1727.0|990.0|67,5
2132|-200,0|Winter|762.0|434.0|0.5695538057742782|-200.0|77.0|1556.0|60.0|763.0|318.0|47,3
2133|2,4|Fall|1250.0|942.0|0.7536|-200.0|319.0|755.0|103.0|1323.0|1380.0|80,7
2134|0,9|Spring|903.0|618.0|0.6843853820598007|-200.0|183.0|933.0|121.0|899.0|575.0|36,9
2135|1,2|Spring|1053.0|701.0|0.6657169990503324|68.0|68.0|1147.0|81.0|1323.0|692.0|44,6
2136|4,6|Fall|1464.0|1444.0|0.9863387978142076|-200.0|565.0|475.0|85.0|2049.0|1625.0|68,9
2137|0,3|Winter|916.0|720.0|0.7860262008733624|-200.0|188.0|912.0|126.0|922.0|707.0|49,7
2138|-200|Fall|968.0|823.0|0.8502066115702479|-200.0|-200.0|952.0|-200.0|1343.0|828.0|40,7
2139|1,5|Summer|1035.0|868.0|0.8386473429951691|-200.0|77.0|833.0|86.0|1653.0|775.0|43,4
2140|1,7|Spring|1124.0|787.0|0.7001779359430605|-200.0|291.0|740.0|151.0|1147.0|941.0|72,1
2141|2,0|Spring|1019.0|964.0|0.9460255152109912|-200.0|325.0|729.0|168.0|957.0|984.0|16,7
2142|-200|Summer|1127.0|1117.0|0.9911268855368234|-200.0|158.0|714.0|132.0|1625.0|1092.0|12,3
2143|3,3|Spring|1279.0|1131.0|0.8842845973416732|325.0|180.0|775.0|124.0|1758.0|1243.0|49,7
2144|1,3|Spring|1065.0|789.0|0.7408450704225352|-200.0|79.0|936.0|81.0|1620.0|929.0|65,8
2145|3,6|Fall|1299.0|1197.0|0.9214780600461894|-200.0|407.0|763.0|165.0|1688.0|1606.0|30,7
2146||Fall||||||||||
2147|-200|Summer|800.0|615.0|0.76875|-200.0|29.0|1064.0|46.0|1396.0|614.0|43,4
2148|0,8|Winter|886.0|641.0|0.7234762979683973|-200.0|146.0|1082.0|67.0|1098.0|783.0|60,6
2149|1,5|Summer|914.0|845.0|0.9245076586433261|-200.0|93.0|972.0|82.0|1583.0|703.0|44,9
2150|2,3|Summer|1142.0|1109.0|0.9711033274956217|-200.0|140.0|782.0|133.0|1789.0|1047.0|17,2
2151|2,5|Winter|1256.0|996.0|0.7929936305732485|-200.0|386.0|625.0|132.0|1417.0|1104.0|73,6
2152|1,1|Spring|861.0|695.0|0.8072009291521487|-200.0|56.0|1130.0|67.0|1438.0|500.0|72,5
2153|-200|Fall|1409.0|1304.0|0.9254790631653655|-200.0|-200.0|500.0|-200.0|1829.0|1640.0|60,8
2154|-200|Summer|1128.0|1032.0|0.9148936170212766|-200.0|87.0|733.0|99.0|1576.0|876.0|14,5
2155|1,3|Winter|1058.0|727.0|0.6871455576559546|-200.0|-200.0|834.0|-200.0|1193.0|860.0|74,5
2156|-200|Spring|941.0|626.0|0.665249734325186|25.0|59.0|1316.0|59.0|1373.0|840.0|66,2
2157|1,7|Winter|1021.0|839.0|0.821743388834476|-200.0|298.0|771.0|153.0|1084.0|914.0|40,3
2158|3,3|Summer|1082.0|1266.0|1.1700554528650646|-200.0|227.0|788.0|124.0|1910.0|1139.0|19,9
2159|1,8|Spring|1114.0|887.0|0.796229802513465|151.0|92.0|1020.0|86.0|1438.0|768.0|26,4
2160|2,1|Winter|1146.0|860.0|0.7504363001745201|-200.0|326.0|692.0|189.0|1181.0|1092.0|83,9
2161|0,7|Summer|935.0|716.0|0.7657754010695187|-200.0|50.0|915.0|62.0|1415.0|877.0|48,5
2162|3,4|Winter|1236.0|1203.0|0.9733009708737864|-200.0|499.0|681.0|114.0|1566.0|1311.0|65,8
2163|-200|Spring|1207.0|1032.0|0.8550124275062138|-200.0|-200.0|797.0|-200.0|1701.0|969.0|79,0
2164|0,4|Fall|828.0|558.0|0.6739130434782609|-200.0|-200.0|1166.0|-200.0|1304.0|494.0|73,8
2165|0,4|Summer|746.0|565.0|0.7573726541554959|-200.0|-200.0|1369.0|-200.0|1423.0|608.0|52,5
2166|0,2|Winter|863.0|622.0|0.7207415990730012|-200.0|97.0|1025.0|74.0|826.0|574.0|42,1
2167|0,8|Fall|953.0|734.0|0.770199370409234|-200.0|94.0|861.0|61.0|1401.0|825.0|81,0
2168|3,4|Spring||1247.0|0.9468488990129081|-200.0|667.0|558.0|182.0|1360.0|1571.0|59,1
2169|5,3|Fall|1576.0|1458.0|0.9251269035532995|-200.0|418.0|463.0|119.0|2024.0|1637.0|45,8
2170|1|Spring|863.0|636.0|0.7369640787949016|66.0|57.0|1290.0|52.0|1185.0|388.0|33,9
2171|-200|Summer|1001.0|799.0|0.7982017982017982|-200.0|67.0|829.0|72.0|1619.0|859.0|68,4
2172|3,4|Fall|1421.0|1313.0|0.9239971850809289|-200.0|517.0|502.0|101.0|1983.0|1384.0|75,7
2173|1,5|Spring|1041.0|732.0|0.7031700288184438|-200.0|-200.0|789.0|-200.0|1003.0|1076.0|62,6
2174|0,7|Winter|827.0|533.0|0.6444981862152358|-200.0|129.0|1198.0|91.0|775.0|488.0|38,1
2175|1|Fall|912.0|788.0|0.8640350877192983|-200.0|127.0|822.0|48.0|1331.0|847.0|78,5
2176|4,5|Fall|1477.0|1443.0|0.976980365605958|-200.0|658.0|469.0|126.0|1878.0|1646.0|58,3
2177|6,9|Spring|1776.0|1488.0|0.8378378378378378|461.0|383.0|702.0|172.0|2333.0|1704.0|69,3
2178|-200|Summer||825.0|0.8757961783439491|-200.0|-200.0|870.0|-200.0|1450.0|995.0|41,8
2179|4,3|Spring|-200.0|-200.0|1.0|512.0|253.0|-200.0|135.0|-200.0|-200.0|-200
2180|3,6|Fall|1440.0|1412.0|0.9805555555555555|-200.0|446.0|494.0|104.0|2016.0|1455.0|61,4
2181|2,1|Winter|1150.0|891.0|0.7747826086956522|-200.0|331.0|684.0|179.0|1198.0|1002.0|43,8
2182|2,4|Spring|1124.0|1013.0|0.9012455516014235|-200.0|114.0|849.0|104.0|1676.0|733.0|38,9
2183|1,3|Fall|973.0|828.0|0.8509763617677287|-200.0|146.0|818.0|61.0|1445.0|811.0|68,2
2184|-200|Fall|1147.0|959.0|0.8360941586748039|-200.0|-200.0|872.0|-200.0|1387.0|796.0|20,3
