ID|CO(GT)|Season|PT08.S1(CO)|PT08.S2(NMHC)|PT08.S2_NMHC_to_PT08.S1_CO_Ratio|NMHC(GT)|NOx(GT)|PT08.S3(NOx)|NO2(GT)|PT08.S4(NO2)|PT08.S5(O3)
1268|1,6|Summer|962.0|891.0|0.9261954261954262|-200.0|53.0|813.0|73.0|1442.0|634.0
1269|-200|Spring|1415.0|1089.0|0.7696113074204947|-200.0|-200.0|767.0|-200.0|1795.0|1192.0
1270|0,6|Summer|811.0|622.0|0.7669543773119606|-200.0|52.0|1315.0|60.0|1307.0|432.0
1271|0,9|Spring|867.0|590.0|0.6805074971164936|-200.0|116.0|1088.0|100.0|826.0|465.0
1272|-200|Spring|963.0|836.0|0.8681204569055037|-200.0|-200.0|1085.0|-200.0|1429.0|920.0
1273|1,9|Summer|922.0|1042.0|1.1301518438177873|-200.0|152.0|887.0|132.0|1744.0|832.0
1274|-200|Fall|863.0|732.0|0.8482039397450754|-200.0|-200.0|970.0|-200.0|1207.0|724.0
1275|3,5|Summer|1287.0|1340.0|1.0411810411810412|-200.0|230.0|699.0|194.0|2008.0|1267.0
1276|-200|Fall|1436.0|1601.0|1.1149025069637883|-200.0|-200.0|455.0|-200.0|2338.0|1682.0
1277|1,7|Summer|977.0|998.0|1.021494370522006|-200.0|125.0|810.0|131.0|1554.0|743.0
1278|0,7|Summer|839.0|752.0|0.8963051251489869|-200.0|52.0|1102.0|64.0|1298.0|515.0
1279|3,4|Fall|1117.0|1327.0|1.188003581020591|-200.0|625.0|692.0|196.0|1302.0|1475.0
1280|1|Spring|-200.0|-200.0|1.0|66.0|-200.0|-200.0|-200.0|-200.0|-200.0
1281|1,6|Summer|1156.0|1100.0|0.9515570934256056|-200.0|143.0|800.0|73.0|1884.0|1175.0
1282|0,7|Summer|815.0|627.0|0.7693251533742331|-200.0|27.0|1049.0|36.0|1518.0|650.0
1283|4,1|Spring|1507.0|1311.0|0.8699402786994028|-200.0|177.0|608.0|114.0|2107.0|1499.0
1284|2,4|Winter|1115.0|1036.0|0.9291479820627803|-200.0|289.0|649.0|99.0|1381.0|1200.0
1285|5,9|Fall|1559.0|1586.0|1.0173187940987813|-200.0|544.0|421.0|127.0|2197.0|1827.0
1286|2,7|Winter|1248.0|1046.0|0.8381410256410257|-200.0|357.0|588.0|144.0|1404.0|1316.0
1287|7,8|Fall|1659.0|1685.0|1.0156720916214588|-200.0|1290.0|423.0|272.0|1946.0|2155.0
1288|1,2|Summer|1062.0|924.0|0.8700564971751412|-200.0|69.0|892.0|76.0|1683.0|777.0
1289|2,2|Spring|1071.0|1047.0|0.9775910364145658|-200.0|265.0|654.0|168.0|1129.0|816.0
1290|3,4|Fall|1338.0|1305.0|0.9753363228699552|-200.0|539.0|543.0|138.0|1929.0|1521.0
1291|0,4|Spring|815.0|538.0|0.660122699386503|-200.0|-200.0|1412.0|-200.0|1272.0|379.0
1292|2,6|Spring|1183.0|1049.0|0.8867286559594252|-200.0|146.0|762.0|112.0|1594.0|1290.0
1293|3,3|Winter|1205.0|1079.0|0.8954356846473029|-200.0|512.0|652.0|175.0|1168.0|1476.0
1294|1,4|Summer|1072.0|850.0|0.792910447761194|-200.0|70.0|737.0|65.0|1604.0|702.0
1295|-200|Spring|1069.0|1086.0|1.0159027128157156|-200.0|-200.0|1064.0|-200.0|1536.0|1119.0
1296|2,5|Winter|1133.0|951.0|0.8393645189761695|-200.0|310.0|825.0|112.0|1156.0|1254.0
1297|-200|Fall|985.0|957.0|0.9715736040609138|-200.0|-200.0|773.0|-200.0|1426.0|860.0
1298|2,3|Summer|1124.0|1118.0|0.994661921708185|-200.0|134.0|793.0|105.0|1915.0|1021.0
1299|1,7|Summer|1142.0|945.0|0.8274956217162872|-200.0|73.0|682.0|83.0|1736.0|793.0
1300|1,4|Spring|1050.0|769.0|0.7323809523809524|105.0|60.0|1078.0|79.0|1409.0|759.0
1301|4,2|Winter|1432.0|1264.0|0.88268156424581|-200.0|660.0|487.0|179.0|1476.0|1888.0
1302|2,3|Spring|1176.0|969.0|0.8239795918367347|-200.0|-200.0|612.0|-200.0|1196.0|1300.0
1303|-200|Fall|931.0|784.0|0.8421052631578947|-200.0|173.0|826.0|72.0|1372.0|833.0
1304|3,4|Winter|-200.0|-200.0|1.0|-200.0|836.0|-200.0|177.0|-200.0|-200.0
1305|2|Summer|1117.0|1045.0|0.9355416293643688|-200.0|207.0|761.0|154.0|1623.0|1260.0
1306|0,7|Winter|828.0|660.0|0.7971014492753623|-200.0|156.0|1078.0|85.0|881.0|781.0
1307|3,9|Summer|1380.0|1359.0|0.9847826086956522|-200.0|239.0|538.0|120.0|2337.0|1617.0
1308|0,6|Fall|737.0|492.0|0.6675712347354138|-200.0|-200.0|1391.0|-200.0|880.0|467.0
1309|-200|Spring|1112.0|842.0|0.7571942446043165|122.0|100.0|1015.0|91.0|1494.0|680.0
1310|1,8|Spring|1267.0|883.0|0.696921862667719|-200.0|103.0|953.0|82.0|1617.0|906.0
1311|2,2|Summer|1090.0|1065.0|0.9770642201834863|-200.0|176.0|728.0|109.0|1773.0|1228.0
1312|2,3|Spring|1002.0|968.0|0.9660678642714571|-200.0|347.0|732.0|171.0|920.0|886.0
1313|3,9|Winter|1419.0|1277.0|0.8999295278365046|-200.0|495.0|459.0|144.0|1603.0|1631.0
1314|1,5|Spring|1086.0|726.0|0.6685082872928176|-200.0|202.0|736.0|131.0|1192.0|848.0
1315|5,6|Spring|1493.0|1444.0|0.9671801741460148|-200.0|701.0|417.0|240.0|1702.0|1738.0
1316|-200|Spring|1175.0|1209.0|1.028936170212766|-200.0|-200.0|720.0|-200.0|1829.0|1071.0
1317|1,7|Summer|-200.0|-200.0|1.0|-200.0|97.0|-200.0|99.0|-200.0|-200.0
1318|0,7|Winter|833.0|584.0|0.7010804321728692|-200.0|107.0|1144.0|80.0|821.0|463.0
1319|3,2|Spring|1225.0|985.0|0.8040816326530612|-200.0|464.0|635.0|199.0|1255.0|1169.0
1320|4,7|Winter|1468.0|1351.0|0.920299727520436|-200.0|741.0|472.0|127.0|1783.0|1611.0
1321|1,4|Fall|977.0|840.0|0.8597748208802457|-200.0|-200.0|827.0|-200.0|1390.0|736.0
1322|1,7|Spring|1169.0|841.0|0.7194183062446535|-200.0|232.0|623.0|104.0|1361.0|1040.0
1323|1,2|Summer|-200.0|-200.0|1.0|-200.0|56.0|-200.0|68.0|-200.0|-200.0
1324|7,9|Fall|1751.0|1853.0|1.058252427184466|-200.0|789.0|358.0|158.0|2496.0|2013.0
1325|0,5|Spring|901.0|653.0|0.7247502774694784|-200.0|41.0|1094.0|65.0|1367.0|822.0
1326|2,9|Summer|1075.0|1222.0|1.1367441860465117|-200.0|238.0|774.0|122.0|1943.0|1213.0
1327|1,7|Fall|1131.0|841.0|0.7435897435897436|-200.0|254.0|784.0|82.0|1531.0|811.0
1328|3,1|Fall|1009.0|995.0|0.9861248761149654|-200.0|386.0|784.0|140.0|1201.0|1016.0
1329|0,8|Winter|932.0|595.0|0.6384120171673819|-200.0|120.0|991.0|100.0|1025.0|771.0
1330|1,7|Winter|-200.0|-200.0|1.0|-200.0|394.0|-200.0|231.0|-200.0|-200.0
1331|5,6|Fall|1464.0|1559.0|1.0648907103825136|-200.0|553.0|485.0|204.0|2158.0|1639.0
1332|0,3|Spring|925.0|609.0|0.6583783783783784|-200.0|26.0|1168.0|35.0|1363.0|533.0
1333|1,8|Spring|1008.0|954.0|0.9464285714285714|-200.0|92.0|892.0|92.0|1626.0|834.0
1334|1,7|Winter|968.0|743.0|0.7675619834710744|-200.0|249.0|886.0|173.0|840.0|774.0
1335|-200|Summer|1145.0|1238.0|1.0812227074235807|-200.0|230.0|600.0|140.0|1809.0|1507.0
1336|3|Fall|1162.0|1188.0|1.0223752151462995|-200.0|303.0|676.0|136.0|1681.0|1125.0
1337|1,5|Winter|942.0|696.0|0.7388535031847133|-200.0|203.0|920.0|124.0|912.0|682.0
1338|1|Summer|-200.0|-200.0|1.0|-200.0|59.0|-200.0|66.0|-200.0|-200.0
1339|4,6|Summer|1169.0|1430.0|1.223267750213858|-200.0|300.0|636.0|190.0|1901.0|1372.0
1340|-200|Summer|867.0|680.0|0.7843137254901961|-200.0|35.0|932.0|51.0|1477.0|777.0
1341|-200|Spring|902.0|652.0|0.7228381374722838|-200.0|-200.0|1158.0|-200.0|1437.0|661.0
1342|1,1|Summer|922.0|859.0|0.9316702819956616|-200.0|-200.0|871.0|-200.0|1739.0|728.0
1343|3,3|Winter|1341.0|1142.0|0.8516032811334825|-200.0|564.0|536.0|168.0|1454.0|1537.0
1344|0,7|Spring|866.0|569.0|0.6570438799076213|33.0|41.0|1468.0|66.0|1055.0|436.0
1345|-200|Fall|910.0|773.0|0.8494505494505494|-200.0|-200.0|842.0|-200.0|1303.0|851.0
1346|3,6|Fall|1384.0|1386.0|1.0014450867052023|-200.0|435.0|504.0|88.0|1833.0|1404.0
1347|1,8|Summer|1110.0|1012.0|0.9117117117117117|-200.0|91.0|720.0|96.0|1725.0|905.0
1348|-200|Summer|1117.0|1020.0|0.9131602506714414|-200.0|104.0|706.0|115.0|1731.0|973.0
1349|1,7|Winter|1096.0|1036.0|0.9452554744525548|-200.0|254.0|635.0|168.0|1043.0|1127.0
1350|1,1|Spring|1034.0|715.0|0.6914893617021277|-200.0|131.0|801.0|98.0|1067.0|1051.0
1351|4,1|Spring|1184.0|1012.0|0.8547297297297297|-200.0|547.0|567.0|170.0|1397.0|1341.0
1352|-200|Spring|903.0|786.0|0.8704318936877077|-200.0|-200.0|1073.0|-200.0|1375.0|523.0
1353|1,2|Summer|1022.0|849.0|0.8307240704500979|-200.0|32.0|813.0|44.0|1583.0|732.0
1354|-200|Spring|988.0|722.0|0.7307692307692307|-200.0|-200.0|1029.0|-200.0|1500.0|874.0
1355|2,7|Spring|1202.0|1055.0|0.8777038269550749|-200.0|433.0|534.0|158.0|1458.0|1293.0
1356|-200,0|Winter|1066.0|871.0|0.8170731707317073|-200.0|326.0|775.0|178.0|996.0|1131.0
1357|1,9|Spring|1065.0|953.0|0.8948356807511737|151.0|107.0|962.0|97.0|1514.0|790.0
1358|4,4|Spring|1444.0|1354.0|0.9376731301939059|-200.0|248.0|655.0|172.0|1956.0|1437.0
1359|4,6|Fall|1229.0|1348.0|1.096826688364524|-200.0|-200.0|565.0|-200.0|1830.0|1445.0
1360|1,8|Spring|1087.0|870.0|0.8003679852805887|126.0|107.0|1014.0|90.0|1412.0|851.0
1361|4,5|Fall|1407.0|1339.0|0.9516702203269367|-200.0|992.0|531.0|225.0|1584.0|1533.0
1362|0,4|Summer|723.0|544.0|0.7524204702627939|-200.0|-200.0|1274.0|-200.0|1315.0|584.0
1363|1,7|Spring|1080.0|805.0|0.7453703703703703|55.0|122.0|1254.0|97.0|1375.0|816.0
1364|0,9|Fall|925.0|672.0|0.7264864864864865|-200.0|140.0|991.0|86.0|1154.0|709.0
1365|0,4|Fall|732.0|472.0|0.644808743169399|-200.0|37.0|1461.0|32.0|866.0|391.0
1366|5,8|Summer|1377.0|1688.0|1.2258533042846769|-200.0|376.0|525.0|125.0|2746.0|1708.0
1367|2,1|Winter|-200.0|-200.0|1.0|-200.0|365.0|-200.0|108.0|-200.0|-200.0
1368|0,6|Fall|761.0|563.0|0.7398160315374507|-200.0|26.0|1316.0|8.0|1106.0|451.0
1369|-200|Spring|1598.0|1668.0|1.0438047559449313|-200.0|-200.0|490.0|-200.0|2617.0|1749.0
1370|2,4|Spring|1123.0|996.0|0.8869100623330365|277.0|172.0|861.0|133.0|1551.0|1033.0
1371|0,6|Winter|919.0|571.0|0.6213275299238302|-200.0|54.0|1017.0|44.0|1082.0|521.0
1372|4,6|Summer|1339.0|1425.0|1.0642270351008216|-200.0|332.0|595.0|131.0|2264.0|1495.0
1373|5,6|Spring|1583.0|1457.0|0.9204042956411876|-200.0|745.0|376.0|189.0|1808.0|1976.0
1374|3,5|Winter|1352.0|1118.0|0.8269230769230769|-200.0|438.0|625.0|127.0|1524.0|1188.0
1375|-200|Fall|1436.0|1224.0|0.8523676880222841|-200.0|-200.0|609.0|-200.0|1886.0|1426.0
1376|1,5|Fall|996.0|843.0|0.8463855421686747|-200.0|-200.0|840.0|-200.0|1394.0|765.0
1377|2,9|Spring|1328.0|1123.0|0.8456325301204819|468.0|180.0|738.0|127.0|1821.0|1368.0
1378|-200|Fall|1150.0|1149.0|0.9991304347826087|-200.0|-200.0|620.0|-200.0|1676.0|1113.0
1379|3,6|Spring|1347.0|1237.0|0.9183370452858204|-200.0|264.0|645.0|136.0|1984.0|1328.0
1380|1,5|Summer|1088.0|948.0|0.8713235294117647|-200.0|69.0|743.0|77.0|1667.0|766.0
1381|2,7|Fall|1214.0|1113.0|0.9168039538714992|-200.0|305.0|616.0|118.0|1664.0|1213.0
1382|2,1|Spring|1032.0|778.0|0.7538759689922481|-200.0|270.0|834.0|185.0|926.0|869.0
1383|1,3|Fall|977.0|800.0|0.8188331627430911|-200.0|-200.0|843.0|-200.0|1372.0|778.0
1384|3,2|Fall|1182.0|1175.0|0.994077834179357|-200.0|461.0|637.0|171.0|1363.0|1463.0
1385|2|Spring|1300.0|1043.0|0.8023076923076923|204.0|110.0|777.0|107.0|1659.0|1375.0
1386|4,6|Winter|-200.0|-200.0|1.0|-200.0|849.0|-200.0|161.0|-200.0|-200.0
1387|2,6|Winter|1523.0|1324.0|0.8693368351936966|-200.0|620.0|451.0|137.0|1776.0|1502.0
1388|-200|Spring|1119.0|979.0|0.8748882931188561|-200.0|-200.0|873.0|-200.0|1593.0|1170.0
1389|2,8|Fall|1120.0|993.0|0.8866071428571428|-200.0|306.0|725.0|119.0|1565.0|962.0
1390|1,4|Winter|989.0|701.0|0.7087967644084934|-200.0|-200.0|871.0|-200.0|1049.0|933.0
1391|-200|Spring|990.0|846.0|0.8545454545454545|-200.0|-200.0|947.0|-200.0|1503.0|715.0
1392|-200|Summer|1094.0|976.0|0.8921389396709324|-200.0|-200.0|719.0|-200.0|1753.0|869.0
1393|1,5|Fall|979.0|835.0|0.8529111338100103|-200.0|204.0|936.0|100.0|1338.0|700.0
1394|0,7|Summer|-200.0|-200.0|1.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200.0
1395|0,6|Fall|787.0|584.0|0.7420584498094028|-200.0|99.0|1317.0|60.0|1129.0|446.0
1396|2|Fall|1184.0|983.0|0.8302364864864865|-200.0|230.0|667.0|90.0|1537.0|1046.0
1397|4,8|Spring|1740.0|1372.0|0.7885057471264367|-200.0|320.0|671.0|157.0|2144.0|1476.0
1398|2,3|Winter|857.0|708.0|0.8261376896149358|-200.0|162.0|972.0|93.0|983.0|581.0
1399|0,6|Winter|791.0|598.0|0.7560050568900126|-200.0|176.0|1186.0|97.0|802.0|608.0
1400|2|Summer|1122.0|951.0|0.8475935828877005|-200.0|126.0|687.0|95.0|1729.0|1022.0
1401|-200|Summer|947.0|808.0|0.853220696937698|-200.0|-200.0|768.0|-200.0|1537.0|851.0
1402|3,9|Fall|1172.0|1159.0|0.9889078498293515|-200.0|580.0|621.0|193.0|1461.0|1243.0
1403|-200|Fall|879.0|611.0|0.6951080773606371|-200.0|-200.0|1036.0|-200.0|1189.0|779.0
1404|0,2|Fall|858.0|633.0|0.7377622377622378|-200.0|97.0|1136.0|73.0|878.0|788.0
1405|3|Spring|1304.0|1157.0|0.8872699386503068|-200.0|176.0|793.0|122.0|1801.0|1171.0
1406|1,4|Winter|966.0|770.0|0.7971014492753623|-200.0|191.0|900.0|74.0|1206.0|956.0
1407|3|Spring|1251.0|1238.0|0.9896083133493205|411.0|150.0|773.0|107.0|1779.0|1109.0
1408|3,0|Winter|1231.0|1017.0|0.826157595450853|-200.0|492.0|655.0|151.0|1207.0|1414.0
1409|3,7|Spring|1200.0|1290.0|1.075|-200.0|214.0|657.0|106.0|2014.0|1196.0
1410|2,5|Spring|1221.0|1032.0|0.8452088452088452|297.0|166.0|811.0|131.0|1630.0|913.0
1411|-200|Fall|1268.0|1066.0|0.8406940063091483|-200.0|-200.0|608.0|-200.0|1665.0|1240.0
1412|2,9|Spring|1247.0|1037.0|0.8315958299919808|248.0|187.0|812.0|125.0|1618.0|1193.0
1413|-200|Fall|1069.0|931.0|0.8709073900841908|-200.0|-200.0|688.0|-200.0|1508.0|1044.0
1414|3,4|Winter|1295.0|1205.0|0.9305019305019305|-200.0|668.0|538.0|128.0|1579.0|1476.0
1415|0,4|Fall|769.0|586.0|0.7620286085825748|-200.0|60.0|1221.0|45.0|1134.0|650.0
1416|2,3|Spring|1070.0|928.0|0.8672897196261682|-200.0|410.0|701.0|185.0|1112.0|1088.0
1417|-200|Summer|786.0|587.0|0.7468193384223919|-200.0|-200.0|1150.0|-200.0|1300.0|413.0
1418|2,3|Spring|1176.0|917.0|0.7797619047619048|169.0|157.0|866.0|95.0|1560.0|1151.0
1419|2,4|Winter|1097.0|878.0|0.8003646308113036|-200.0|356.0|737.0|128.0|1140.0|1053.0
1420|0,7|Summer|812.0|663.0|0.8165024630541872|-200.0|18.0|982.0|34.0|1265.0|709.0
1421|1,3|Spring|1000.0|776.0|0.776|81.0|81.0|1141.0|96.0|1375.0|896.0
1422|1,4|Winter|940.0|686.0|0.7297872340425532|-200.0|190.0|903.0|150.0|1005.0|648.0
1423|-200|Fall|1035.0|855.0|0.8260869565217391|-200.0|142.0|731.0|51.0|1467.0|952.0
1424|2,5|Fall|1108.0|945.0|0.8528880866425993|-200.0|270.0|692.0|130.0|1355.0|1199.0
1425|-200|Fall|942.0|712.0|0.7558386411889597|-200.0|-200.0|979.0|-200.0|1303.0|734.0
1426|-200|Fall|786.0|600.0|0.7633587786259542|-200.0|-200.0|1164.0|-200.0|1132.0|511.0
1427|1,2|Summer|-200.0|-200.0|1.0|-200.0|59.0|-200.0|67.0|-200.0|-200.0
1428|1,7|Summer|1144.0|913.0|0.7980769230769231|-200.0|89.0|715.0|68.0|1782.0|972.0
1429|-200|Fall|-200.0|-200.0|1.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200.0
1430|0,7|Winter|977.0|629.0|0.6438075742067554|-200.0|106.0|908.0|78.0|1129.0|835.0
1431|4,4|Spring|1494.0|1381.0|0.9243641231593038|-200.0|544.0|422.0|223.0|1677.0|1879.0
1432|-200|Fall|1048.0|891.0|0.8501908396946565|-200.0|-200.0|791.0|-200.0|1654.0|992.0
1433|3,8|Spring|1485.0|1265.0|0.8518518518518519|-200.0|723.0|441.0|166.0|1647.0|1676.0
1434|3,4|Fall|1250.0|1280.0|1.024|-200.0|550.0|618.0|181.0|1663.0|2178.0
1435|3,4|Spring|1399.0|1222.0|0.873481057898499|377.0|202.0|643.0|115.0|2061.0|1413.0
1436|1,9|Spring|1131.0|925.0|0.8178603006189213|-200.0|276.0|638.0|147.0|1158.0|831.0
1437|-200|Summer|1125.0|1056.0|0.9386666666666666|-200.0|-200.0|645.0|-200.0|1716.0|929.0
1438|1,7|Spring|1089.0|750.0|0.6887052341597796|-200.0|241.0|765.0|138.0|1108.0|1117.0
1439|1,1|Fall|980.0|800.0|0.8163265306122449|-200.0|100.0|863.0|79.0|1407.0|903.0
1440|3,2|Fall|1336.0|1340.0|1.0029940119760479|-200.0|422.0|540.0|112.0|2049.0|1400.0
1441|3,2|Winter|1289.0|1087.0|0.843289371605896|-200.0|564.0|587.0|102.0|1515.0|1208.0
1442|2,6|Winter|1063.0|769.0|0.7234242709313264|-200.0|183.0|807.0|122.0|993.0|1109.0
1443|1,1|Spring|925.0|713.0|0.7708108108108108|-200.0|172.0|853.0|115.0|957.0|518.0
1444|-200|Fall|1249.0|1023.0|0.8190552441953562|-200.0|-200.0|639.0|-200.0|1640.0|1034.0
1445|-200|Spring|888.0|640.0|0.7207207207207207|-200.0|33.0|1089.0|47.0|1330.0|670.0
1446|2,3|Winter|1009.0|926.0|0.9177403369672944|-200.0|492.0|791.0|161.0|1015.0|1080.0
1447|4,1|Spring|1500.0|1393.0|0.9286666666666666|-200.0|279.0|560.0|95.0|2163.0|1495.0
1448|1,0|Winter|995.0|680.0|0.6834170854271356|-200.0|135.0|879.0|109.0|904.0|1201.0
1449|-200|Spring|1164.0|1076.0|0.9243986254295533|-200.0|-200.0|788.0|-200.0|1653.0|1032.0
1450|3|Fall|1246.0|1197.0|0.9606741573033708|-200.0|429.0|566.0|119.0|1746.0|1278.0
1451|0,9|Fall|840.0|722.0|0.8595238095238096|-200.0|98.0|1048.0|54.0|1169.0|507.0
1452|-200|Summer|882.0|716.0|0.8117913832199547|-200.0|52.0|894.0|52.0|1494.0|790.0
1453|5,6|Spring|1747.0|1608.0|0.9204350314825415|899.0|281.0|557.0|161.0|2335.0|1983.0
1454|2,5|Winter|1204.0|979.0|0.8131229235880398|-200.0|379.0|639.0|202.0|1147.0|1326.0
1455|2,9|Fall|1228.0|1184.0|0.9641693811074918|-200.0|309.0|657.0|151.0|1724.0|1089.0
1456|2|Spring|1255.0|963.0|0.7673306772908367|-200.0|126.0|781.0|122.0|1665.0|1024.0
1457|1,1|Spring|897.0|687.0|0.7658862876254181|-200.0|176.0|908.0|119.0|916.0|467.0
1458|1,6|Spring|1029.0|762.0|0.7405247813411079|-200.0|221.0|820.0|153.0|1049.0|1065.0
1459|1,0|Spring|1001.0|675.0|0.6743256743256744|-200.0|105.0|778.0|68.0|1260.0|861.0
1460|1,8|Spring|1139.0|1109.0|0.9736611062335382|-200.0|159.0|1118.0|135.0|1436.0|1292.0
1461|1|Summer|938.0|881.0|0.9392324093816631|-200.0|48.0|956.0|61.0|1607.0|662.0
1462|1,9|Winter|1100.0|919.0|0.8354545454545454|-200.0|339.0|678.0|194.0|1072.0|1191.0
1463|-200|Spring|810.0|697.0|0.8604938271604938|-200.0|-200.0|1221.0|-200.0|1321.0|675.0
1464|-200|Summer|1338.0|1207.0|0.9020926756352765|-200.0|212.0|576.0|150.0|1951.0|1697.0
1465|-200|Spring|850.0|562.0|0.6611764705882353|-200.0|-200.0|1275.0|-200.0|1407.0|589.0
1466|10,2|Fall|1982.0|1959.0|0.9883955600403632|-200.0|1369.0|322.0|227.0|2536.0|2386.0
1467|1,6|Spring|1254.0|941.0|0.7503987240829346|139.0|98.0|828.0|106.0|1566.0|1270.0
1468|1,9|Winter|1054.0|789.0|0.7485768500948766|-200.0|241.0|886.0|100.0|1254.0|864.0
1469|1,3|Spring|1079.0|727.0|0.6737720111214087|-200.0|174.0|724.0|93.0|1275.0|1010.0
1470|0,4|Summer|768.0|597.0|0.77734375|-200.0|30.0|1155.0|40.0|1396.0|606.0
1471|1,7|Winter|1135.0|792.0|0.6977973568281939|-200.0|226.0|727.0|120.0|1170.0|1151.0
1472|0,7|Spring|930.0|670.0|0.7204301075268817|38.0|58.0|1143.0|68.0|1339.0|746.0
1473|-200|Fall|955.0|894.0|0.9361256544502617|-200.0|-200.0|818.0|-200.0|1366.0|804.0
1474|2,2|Summer|1076.0|1105.0|1.0269516728624535|-200.0|169.0|762.0|120.0|1782.0|959.0
1475|3,5|Summer|1353.0|1292.0|0.9549150036954915|-200.0|184.0|683.0|95.0|2178.0|1326.0
1476|2,2|Winter|998.0|858.0|0.8597194388777555|-200.0|256.0|770.0|135.0|1109.0|857.0
1477|1,4|Summer|1019.0|889.0|0.872423945044161|-200.0|54.0|787.0|65.0|1630.0|745.0
1478|3,4|Winter|1275.0|1193.0|0.9356862745098039|-200.0|587.0|596.0|140.0|1389.0|1393.0
1479|3,3|Spring|1303.0|1128.0|0.8656945510360706|-200.0|460.0|489.0|152.0|1573.0|1541.0
1480|4,8|Spring|1676.0|1525.0|0.9099045346062052|790.0|223.0|567.0|160.0|2226.0|1653.0
1481|1,5|Spring|1079.0|847.0|0.7849860982391103|115.0|108.0|925.0|90.0|1463.0|1122.0
1482|4,2|Winter|1469.0|1086.0|0.7392784206943499|-200.0|514.0|564.0|125.0|1485.0|1394.0
1483|-200|Spring|1278.0|1000.0|0.7824726134585289|-200.0|-200.0|866.0|-200.0|1621.0|1014.0
1484|2,9|Winter|1166.0|1013.0|0.8687821612349914|-200.0|451.0|643.0|90.0|1408.0|1144.0
1485|1,6|Summer|-200.0|-200.0|1.0|-200.0|72.0|-200.0|77.0|-200.0|-200.0
1486|2,3|Summer|1160.0|1070.0|0.9224137931034483|-200.0|110.0|687.0|112.0|1929.0|1192.0
1487|1,5|Fall|1138.0|938.0|0.8242530755711776|-200.0|147.0|700.0|87.0|1500.0|1098.0
1488|1,1|Winter|888.0|680.0|0.7657657657657657|-200.0|211.0|985.0|70.0|1138.0|826.0
1489|-200|Spring|1097.0|779.0|0.7101185050136737|-200.0|-200.0|980.0|-200.0|1565.0|803.0
1490|2,1|Spring|1206.0|986.0|0.8175787728026535|114.0|143.0|1035.0|113.0|1537.0|959.0
1491|1,1|Winter|902.0|613.0|0.6796008869179601|-200.0|130.0|1049.0|110.0|777.0|566.0
1492|1,4|Summer|927.0|930.0|1.0032362459546926|-200.0|108.0|840.0|89.0|1522.0|1026.0
1493|1,6|Winter|1023.0|776.0|0.7585532746823069|-200.0|202.0|817.0|128.0|972.0|808.0
1494|1,9|Winter|1236.0|901.0|0.7289644012944984|-200.0|262.0|628.0|128.0|1311.0|1108.0
1495|1,7|Winter|971.0|741.0|0.7631307929969104|-200.0|231.0|901.0|145.0|864.0|771.0
1496|1,4|Fall|989.0|891.0|0.9009100101112234|-200.0|237.0|762.0|82.0|1453.0|901.0
1497|5,9|Fall|1341.0|1575.0|1.174496644295302|-200.0|742.0|503.0|183.0|1778.0|1571.0
1498|-200|Spring|988.0|814.0|0.8238866396761133|-200.0|74.0|908.0|87.0|1512.0|921.0
1499|0,8|Fall|834.0|817.0|0.9796163069544365|-200.0|178.0|1022.0|72.0|1408.0|774.0
1500|-200|Spring|831.0|506.0|0.6089049338146811|10.0|21.0|1893.0|32.0|1134.0|384.0
1501|-200|Summer|1029.0|862.0|0.8377065111758989|-200.0|-200.0|727.0|-200.0|1539.0|733.0
1502|1,2|Summer|912.0|842.0|0.9232456140350878|-200.0|-200.0|863.0|-200.0|1489.0|1015.0
1503|2,3|Fall|1229.0|1055.0|0.8584214808787632|-200.0|255.0|607.0|96.0|1668.0|1219.0
1504|1,5|Winter|1041.0|846.0|0.8126801152737753|-200.0|351.0|829.0|106.0|1112.0|1076.0
1505|0,9|Spring|956.0|713.0|0.74581589958159|72.0|-200.0|1099.0|-200.0|1422.0|849.0
1506|1,9|Spring|1195.0|898.0|0.7514644351464436|-200.0|122.0|933.0|105.0|1594.0|1098.0
1507|2,8|Fall|1251.0|1264.0|1.0103916866506795|-200.0|282.0|582.0|104.0|1897.0|1393.0
1508|1,7|Winter|-200.0|-200.0|1.0|-200.0|277.0|-200.0|135.0|-200.0|-200.0
1509|2,8|Summer|980.0|1009.0|1.029591836734694|-200.0|175.0|786.0|112.0|1625.0|986.0
1510|0,4|Fall|704.0|478.0|0.6789772727272727|-200.0|55.0|1498.0|41.0|821.0|348.0
1511|3,4|Spring|1176.0|1191.0|1.0127551020408163|-200.0|220.0|705.0|130.0|1836.0|1217.0
1512|-200|Spring|878.0|644.0|0.7334851936218679|-200.0|-200.0|1260.0|-200.0|1410.0|685.0
1513|1,6|Summer|1030.0|897.0|0.870873786407767|-200.0|71.0|733.0|73.0|1592.0|668.0
1514|0,6|Fall|926.0|708.0|0.7645788336933045|-200.0|-200.0|874.0|-200.0|1381.0|803.0
1515|2,5|Spring|1367.0|925.0|0.6766642282370153|92.0|128.0|953.0|104.0|1543.0|1337.0
1516|0,7|Summer|901.0|697.0|0.7735849056603774|-200.0|-200.0|952.0|-200.0|1586.0|800.0
1517|1,7|Summer|1079.0|1042.0|0.9657089898053753|-200.0|87.0|697.0|116.0|1773.0|846.0
